transcript	gene	chr	n_coding_exons	cds_start	cds_end	bp	amino_acids	low_depth_exons	obs_mis	exp_mis	obs_exp	overall_chisq	n_regions	mis_z	pLI
ENST00000393593.3	IRF2	4	8	185309911	185350218	1050	350	.	70	139.0103945	0.503559466	34.25955709	1	2.862907716	0.382047181
ENST00000281456.6	SLC25A4	4	4	186064526	186068125	897	299	.	52	103.2011328	0.503870438	25.40239558	1	2.465675284	0.483364233
ENST00000378763.1	FRG2	4	4	190946715	190948359	837	279	"1,2,4"	1	7.432775949	0.134539236	5.567315186	1	1.158997765	0.431237853
ENST00000310581.5	TERT	5	16	1253842	1295104	3399	1133	.	190	469.3133412	0.404846791	166.2342315	1	6.297077448	0.866151189
ENST00000284274.4	FAM105B	5	7	14664934	14693157	1059	353	.	57	113.5961977	0.501777358	28.19750714	1	2.593737195	0.969681278
ENST00000504595.1	FBXL7	5	4	15500785	15937295	1476	492	.	135	238.9513107	0.564968652	45.22207876	1	3.292599351	0.200106852
ENST00000196371.5	OXCT1	5	17	41731830	41870460	1563	521	.	104	175.1373338	0.593819706	28.89458317	1	2.628813559	0.267382737
ENST00000256759.3	FST	5	6	52776621	52781863	1035	345	.	53	117.840194	0.449761649	35.67756141	1	2.917061811	0.963797332
ENST00000340635.6	PDE4D	5	15	58270490	59189449	2430	810	.	113	215.7194447	0.523828532	48.91206877	1	3.424340057	0.983199686
ENST00000381007.4	SGTB	5	10	64966072	65016634	915	305	.	52	88.11514822	0.590136895	14.80226678	1	1.881370732	0.991633523
ENST00000510979.1	GTF2H2C	5	15	68860959	68888025	1188	396	"4,8,9,11,12,13,14,15"	1	39.18274422	0.025521439	37.20826565	1	2.9828063	0.891905532
ENST00000380743.4	SMN2	5	8	69345512	69372398	885	295	"1,2,3,4,5,6,7"	0	3.383745781	0	3.383745781	1	0.899750986	0.095255983
ENST00000380707.4	SMN1	5	8	70220930	70247818	885	295	"1,2,3,4,5,6,7"	2	3.833763256	0.521680622	0.8771245	1	0.458086012	0.100971869
ENST00000330280.7	GTF2H2	5	15	70331503	70358590	1188	396	"1,2,4,5,6,8,9,11,13,14,15"	3	27.07314807	0.110810904	21.40558078	1	2.272939805	0.724561789
ENST00000337273.5	TNPO1	5	24	72112564	72201237	2697	899	.	117	280.0645188	0.417760881	94.94254186	1	4.764410519	0.999998701
ENST00000380591.3	BTF3	5	6	72794492	72801063	621	207	.	28	57.1087196	0.490292904	14.83692092	1	1.88077043	0.90437154
ENST00000302351.4	ENC1	5	1	73930540	73932310	1770	590	.	97	199.2354905	0.486861049	52.4610123	1	3.542703641	0.879896897
ENST00000287936.4	HMGCR	5	19	74638430	74656167	2667	889	.	147	287.3792502	0.511519186	68.57257044	1	4.050319039	0.999836645
ENST00000380494.5	COL4A3BP	5	18	74675170	74807669	2259	753	1	123	235.3014976	0.522733604	53.59773099	1	3.57975015	0.979474243
ENST00000255198.2	ZBED3	5	1	76372998	76373703	705	235	.	7	29.58220878	0.236628713	17.23860977	1	2.030801992	0.078436436
ENST00000264917.5	PDE8B	5	22	76506750	76722379	2658	886	.	173	323.1070958	0.535426186	69.73582597	1	4.083814668	0.986862336
ENST00000306422.3	OTP	5	3	76926088	76934374	978	326	.	71	141.1354528	0.503062828	34.8529136	1	2.887708993	0.848003249
ENST00000320672.4	SSBP2	5	17	80716322	81046861	1086	362	.	53	105.8616806	0.500653302	26.39630564	1	2.50883879	0.976772519
ENST00000296674.8	RPS23	5	4	81571927	81574142	432	144	.	9	49.32409393	0.182466606	32.96629338	1	2.806047686	0.878578938
ENST00000456936.3	TMED7	5	3	114951905	114961489	675	225	.	43	77.61254321	0.554034158	15.43601199	1	1.922180849	0.363701355
ENST00000245414.4	IRF1	5	9	131819642	131825170	978	326	.	63	110.9075091	0.568040888	20.69408508	1	2.225048697	0.867788618
ENST00000378746.4	KIF3A	5	17	132032325	132073111	2100	700	.	126	214.0637843	0.588609607	36.22859479	1	2.937526707	0.992416128
ENST00000353411.6	SKP1	5	5	133493423	133509713	492	164	.	7	44.99351551	0.155577974	32.08256133	1	2.769913515	0.224830619
ENST00000265339.2	UBE2B	5	6	133707286	133726044	459	153	.	17	43.3069768	0.39254645	15.98026645	1	1.953946933	0.320977559
ENST00000265340.7	PITX1	5	3	134364468	134369571	945	315	.	74	180.2833553	0.410464959	62.65776225	1	3.872581442	0.273516401
ENST00000337225.5	CXCL14	5	4	134907542	134914504	336	112	.	22	43.99259889	0.500084118	10.99444948	1	1.57501725	0.022786189
ENST00000314940.4	HNRNPA0	5	1	137088837	137089755	918	306	.	37	171.002542	0.216371053	105.0082709	1	5.012198617	0.863701458
ENST00000394886.2	CDC23	5	16	137524666	137549001	1794	598	.	112	208.6462317	0.536793783	44.76713538	1	3.271954475	0.999307693
ENST00000254901.5	REEP2	5	8	137774897	137781440	759	253	.	63	106.0857781	0.593859056	17.4988986	1	2.04543373	0.876388829
ENST00000360541.5	ETF1	5	10	137843993	137878607	1314	438	.	19	138.4989212	0.137185184	103.1054397	1	4.965558002	0.998925127
ENST00000398733.3	UBE2D2	5	7	138941376	139006386	444	148	.	3	45.31790528	0.066199	39.51650228	1	3.073916994	0.94531266
ENST00000361474.1	NRG2	5	10	139227501	139422654	2553	851	.	166	312.4383589	0.531304801	68.63495585	1	4.047808511	0.995154288
ENST00000331327.3	PURA	5	1	139493766	139494735	969	323	.	16	157.8776198	0.10134432	127.4991289	1	5.522936095	0.845099484
ENST00000230990.6	HBEGF	5	5	139714260	139725913	627	209	.	38	75.90739537	0.500609984	18.93057477	1	2.126552367	0.830814322
ENST00000417647.2	IK	5	20	140027493	140041914	1674	558	.	89	182.9844295	0.486380181	48.27226565	1	3.397539991	3.47E-06
ENST00000542735.1	DND1	5	4	140050877	140053127	1062	354	.	73	126.8659552	0.575410479	22.87092013	1	2.33722649	0.709666236
ENST00000274712.3	ZMAT2	5	6	140080045	140085341	600	200	.	20	73.02104261	0.273893652	38.49891564	1	3.034874072	0.97143376
ENST00000305264.3	HDAC3	5	15	141001034	141016357	1287	429	.	54	167.0991167	0.323161493	76.54983731	1	4.279288087	0.955038024
ENST00000515768.1	CSNK1A1	5	11	148876415	148930527	1098	366	.	13	113.5008055	0.114536632	88.98978174	1	4.614450343	0.99365723
ENST00000517876.1	CNOT8	5	6	154242838	154254999	879	293	.	46	85.1393961	0.540290419	17.99275537	1	2.074069853	0.675125645
ENST00000307063.7	PWWP2A	5	2	159519388	159546395	2268	756	.	136	247.3705673	0.549782464	50.14098239	1	3.462082068	0.920215651
ENST00000274625.5	FGF18	5	5	170847203	170883809	624	208	.	43	106.130429	0.405161841	37.55238815	1	2.996096134	0.175827312
ENST00000239223.3	DUSP1	5	4	172195764	172197955	1104	368	.	77	131.2317824	0.586748108	22.4113867	1	2.323321429	0.020500202
ENST00000521476.1	RPL26L1	5	3	172386876	172396544	438	146	.	42	71.99370851	0.58338431	12.49584955	1	1.729017385	0.49226027
ENST00000377291.2	HRH2	5	2	175110236	175112529	1194	398	2	70	138.6786579	0.504764043	34.01214089	1	2.851386796	0.835273259
ENST00000359546.4	CPLX2	5	3	175305742	175307048	405	135	.	26	48.00847022	0.541571099	10.08931881	1	1.553375984	0.717836321
ENST00000274787.2	HIGD2A	5	2	175815820	175816498	321	107	.	29	56.86766396	0.509955887	13.65638467	1	1.807525421	0.238671224
ENST00000261942.6	FAF2	5	11	175875408	175933951	1338	446	.	95	160.7567414	0.590954999	26.89746633	1	2.535135823	0.998046615
ENST00000303251.6	RAB24	5	8	176728743	176730289	612	204	.	46	96.7307074	0.475547024	26.60587049	1	2.522745972	0.725032093
ENST00000528793.1	GRK6	5	16	176853846	176868828	1770	590	.	152	264.7733297	0.574075947	48.03287363	1	3.383762724	0.248841091
ENST00000507848.1	FAM153C	5	9	177462152	177474122	435	145	"3,7"	2	31.53988276	0.063411777	27.66670631	1	2.576589386	0.848853442
ENST00000316308.4	CLK4	5	12	178030617	178050417	1446	482	.	103	176.608123	0.583212132	30.67897262	1	2.709583824	0.449835921
ENST00000356731.5	HNRNPH1	5	12	179042546	179050134	1350	450	.	37	155.7265222	0.237596008	90.5175745	1	4.656627726	0.999148294
ENST00000521389.1	RNF130	5	9	179382653	179498702	1260	420	.	96	161.0281291	0.596169132	26.26036579	1	2.501419405	0.864935169
ENST00000446023.2	MGAT1	5	1	180218633	180219971	1338	446	.	130	243.3460878	0.534218574	52.79450241	1	3.553946127	0.690362903
ENST00000512805.1	GNB2L1	5	8	180663976	180670800	954	318	.	28	112.6227184	0.248617689	63.58401368	1	3.898547626	0.994631521
ENST00000380956.4	IRF4	6	8	393152	407598	1356	452	.	92	175.2671784	0.524912884	39.55916368	1	3.075459565	0.92222069
ENST00000380815.4	GMDS	6	11	1624403	2245656	1119	373	.	74	138.9096191	0.532720488	30.33093515	1	2.692276821	0.997690129
ENST00000380274.1	FAM50B	6	1	3850045	3851023	978	326	.	104	203.6280506	0.510735135	48.74450468	1	3.41491145	0.195542493
ENST00000244766.2	NRN1	6	3	5999208	6006982	429	143	.	37	64.3346036	0.575118178	11.61397618	1	1.667038749	0.823897693
ENST00000379604.2	TFAP2A	6	7	10398649	10415218	1314	438	.	81	197.1969278	0.410756906	68.46823719	1	4.044545571	0.987223276
ENST00000379287.3	GFOD1	6	2	13364974	13487122	1173	391	.	92	217.3605762	0.423259828	72.30048034	1	4.158980352	0.04961907
ENST00000379052.5	RBM24	6	4	17281812	17292350	711	237	.	47	79.62287104	0.590282659	13.36615599	1	1.7876646	0.196222354
ENST00000244745.1	SOX4	6	1	21594765	21596190	1425	475	.	90	196.5508126	0.45789686	57.76153007	1	3.717369789	0.384005969
ENST00000274766.1	KAAG1	6	1	24357867	24358122	255	85	.	31	58.3542569	0.531238022	12.82263558	1	1.751480003	0.019191239
ENST00000359907.3	HIST1H4A	6	1	26021906	26022218	312	104	.	24	72.03416973	0.333175215	32.03037489	1	2.768200253	0.002285403
ENST00000314332.5	HIST1H2BC	6	1	26123751	26124132	381	127	.	33	66.65362544	0.49509685	16.99182149	1	2.016212987	0.002878012
ENST00000602637.1	HIST1H2AC	6	1	26124460	26124853	393	131	.	29	81.10943986	0.357541614	33.47814665	1	2.830070041	0.599175549
ENST00000377831.5	HIST1H3D	6	1	26197067	26197478	411	137	.	41	88.71806593	0.462138118	25.66572876	1	2.477954166	0.011195071
ENST00000303910.2	HIST1H2AE	6	1	26217202	26217595	393	131	.	29	79.88087906	0.363040572	32.40905564	1	2.784515732	0.624123654
ENST00000446824.2	HIST1H3F	6	1	26250422	26250833	411	137	.	36	86.16018596	0.417826396	29.20193623	1	2.643153046	0.042215362
ENST00000354348.2	HIST1H4I	6	1	27107087	27107399	312	104	.	42	75.72973767	0.554603796	15.02309711	1	1.895816864	0.446296013
ENST00000396891.4	HIST1H2BK	6	1	27114196	27114577	381	127	.	13	77.36495757	0.168034733	53.5494091	1	3.579264253	0.490754148
ENST00000358739.3	HIST1H2AI	6	1	27775987	27776380	393	131	.	20	77.44145691	0.258259604	42.60664899	1	3.192678244	0.581587114
ENST00000369163.2	HIST1H3H	6	1	27777851	27778262	411	137	.	38	92.08884209	0.412644997	31.76935199	1	2.756897523	0.024939156
ENST00000333151.3	HIST1H2AJ	6	1	27782131	27782518	387	129	.	23	74.95193856	0.306863311	36.0097947	1	2.93512643	0.191197681
ENST00000355057.1	HIST1H4J	6	1	27791902	27792214	312	104	.	2	61.69795041	0.032415988	57.76278239	1	3.717410334	0.42375383
ENST00000357549.2	HIST1H4K	6	1	27798993	27799305	312	104	.	3	64.43566284	0.046558068	58.57533705	1	3.743465781	0.429118935
ENST00000396980.3	HIST1H2BN	6	1	27806439	27806820	381	127	.	36	69.46589223	0.518239943	16.12253016	1	1.963962495	0.139774615
ENST00000328488.2	HIST1H3I	6	1	27839682	27840093	411	137	.	44	90.89173541	0.484092418	24.19180182	1	2.405750806	0.360879945
ENST00000359303.2	HIST1H3J	6	1	27858159	27858570	411	137	.	29	89.66688262	0.323419295	41.04604219	1	3.133661944	0.695883937
ENST00000377199.3	TRIM27	6	8	28871846	28891409	1542	514	.	67	195.899961	0.342011298	84.81471794	1	4.503052003	0.878751858
ENST00000376772.3	PPP1R11	6	3	30035187	30037083	381	127	.	30	67.69202596	0.443183663	20.98753584	1	2.240769719	0.78308701
ENST00000454678.2	TRIM26	6	7	30153652	30166880	1620	540	.	108	210.5763684	0.512878063	49.96719923	1	3.457926497	0.829653548
ENST00000327892.8	TUBB	6	4	30688283	30692174	1335	445	.	9	184.4225832	0.048800965	166.8617919	1	6.317629955	0.875276521
ENST00000259874.5	IER3	6	2	30711712	30712295	471	157	.	34	72.97535448	0.465910721	20.81631898	1	2.238256624	0.671461599
ENST00000396172.1	DDX39B	6	10	31498210	31508309	1287	429	.	33	169.6186367	0.194554093	110.0389218	1	5.130853077	0.997728044
ENST00000454783.1	LTA	6	3	31540519	31541470	618	206	.	32	64.38095723	0.497041383	16.28628147	1	1.973062896	0.743246562
ENST00000375880.2	CSNK2B-LY6G5B-1181	6	7	31634608	31639641	687	229	.	24	84.27074346	0.284796348	43.10585582	1	3.210677188	0.196071244
ENST00000375882.2	CSNK2B	6	6	31634608	31637703	648	216	.	14	79.81029561	0.175415965	54.26611912	1	3.602485486	0.943856699
ENST00000375789.2	DDAH2	6	6	31695013	31696938	858	286	.	64	139.0170334	0.460375239	40.48104868	1	3.109461408	0.842139471
ENST00000375661.5	LSM2	6	5	31765533	31774534	288	96	.	10	30.40752889	0.328865921	13.69618811	1	1.809653139	0.005962817
ENST00000375527.2	ZBTB12	6	1	31867702	31869082	1380	460	.	74	216.8267082	0.341286369	94.08189954	1	4.744273122	0.807401019
ENST00000361568.2	PPT2	6	9	32121403	32130727	927	309	.	68	125.8344672	0.540392481	26.58115598	1	2.521419859	0.772683335
ENST00000395499.1	AGPAT1	6	6	32137052	32139273	852	284	.	45	120.6937497	0.372844494	47.47175192	1	3.369691654	0.984453681
ENST00000375050.4	PBX2	6	9	32154158	32157692	1293	431	.	95	164.1046426	0.578898918	29.10003982	1	2.640811344	0.889707316
ENST00000360004.5	HLA-DRB1	6	6	32546867	32557519	801	267	.	54	94.11977353	0.573737037	17.10157353	1	2.033073777	5.62E-05
ENST00000343139.5	HLA-DQA1	6	4	32605235	32610541	768	256	.	40	78.94020427	0.506712649	19.20871022	1	2.142585214	0.16662533
ENST00000418931.2	HLA-DPB1	6	5	33043818	33054015	777	259	.	63	113.0173882	0.557436347	22.13587806	1	2.299793951	7.18E-09
ENST00000439602.2	RPS18	6	6	33239896	33244243	459	153	.	10	68.27613373	0.146464064	49.74077437	1	3.449906862	0.962013321
ENST00000451237.1	B3GALT4	6	1	33245196	33246333	1137	379	.	89	168.1579053	0.529264443	37.26244066	1	2.985743609	0.236708748
ENST00000395131.1	PFDN6	6	4	33257633	33258622	390	130	.	23	43.52117957	0.528478323	9.676181	1	1.522002198	0.85942218
ENST00000418600.2	SYNGAP1	6	19	33388041	33419683	4032	1344	1	200	539.8387148	0.370481024	213.9349197	1	7.15101337	0.99999845
ENST00000447654.1	HMGA1	6	4	34208557	34212661	324	108	.	13	38.8976142	0.334210729	17.24235368	1	2.030234091	0.724299774
ENST00000607016.1	NUDT3	6	5	34256529	34360139	519	173	.	37	66.26904614	0.558330052	12.92725807	1	1.756893006	0.876816622
ENST00000326199.8	RPS10	6	5	34385282	34392998	498	166	.	28	68.98730487	0.405871777	24.35171462	1	2.41419873	0.946462998
ENST00000244520.5	SNRPC	6	6	34725320	34741347	480	160	.	15	59.56604432	0.251821322	33.34336415	1	2.823789742	0.727261778
ENST00000316637.5	DEF6	6	11	35265633	35289187	1896	632	.	120	235.3104408	0.509964622	56.50619546	1	3.677110991	0.976824149
ENST00000311565.4	PPARD	6	6	35378864	35393856	1326	442	.	108	195.2309597	0.55319095	38.97558228	1	3.053768385	0.966868135
ENST00000322203.6	RPL10A	6	6	35436211	35438527	654	218	.	33	80.85311899	0.40814752	28.32198715	1	2.601436812	0.302378831
ENST00000373715.6	SRSF3	6	5	36564539	36569766	495	165	.	6	79.19684653	0.075760592	67.65141008	1	4.022605759	0.97617521
ENST00000244751.2	CPNE5	6	21	36710044	36807153	1782	594	.	145	246.6733452	0.587821923	41.90752394	1	3.153397211	0.07788975
ENST00000373616.5	MTCH1	6	12	36936678	36953949	1119	373	.	53	109.3068971	0.484873337	29.00518397	1	2.630752196	0.964878856
ENST00000373509.5	PIM1	6	6	37138351	37141867	942	314	.	79	149.6273897	0.527978201	33.33766759	1	2.824126072	0.886575783
ENST00000373006.1	USP49	6	4	41766414	41774721	1923	641	.	175	313.2281841	0.558698128	61.00035644	1	3.82017003	0.943537459
ENST00000326974.4	KLHDC3	6	10	42984930	42988471	1149	383	.	64	164.3758665	0.38935156	61.29436632	1	3.829365517	0.993829271
ENST00000372441.1	LRRC73	6	6	43474975	43477523	951	317	.	68	121.8890248	0.557884519	23.82517212	1	2.395033131	0.635116133
ENST00000307126.5	GTPBP2	6	12	43589350	43596899	1809	603	.	116	251.0732947	0.462016481	72.66720649	1	4.170969684	0.88477892
ENST00000275015.5	NFKBIE	6	6	44226955	44233500	1503	501	.	83	151.8815299	0.546478562	31.2392505	1	2.73406614	0.548429215
ENST00000371374.1	RCAN2	6	4	46190877	46424713	732	244	1	37	62.63645602	0.590710304	10.49273728	1	1.583360846	0.430936968
ENST00000393655.3	TFAP2B	6	7	50786604	50811105	1383	461	.	116	201.8079885	0.574803807	36.48523006	1	2.951274607	0.990904305
ENST00000370651.3	PTP4A1	6	5	64286785	64290079	522	174	.	32	64.20154213	0.498430395	16.15131477	1	1.965284349	0.889900786
ENST00000370370.3	DPPA5	6	3	74063042	74063948	351	117	.	32	57.37887489	0.55769654	11.22516417	1	1.63875082	0.000949315
ENST00000316292.9	EEF1A1	6	7	74227532	74229749	1389	463	.	38	153.2911771	0.247894241	86.71115822	1	4.55705454	0.984461027
ENST00000320172.6	FAM46A	6	2	82459411	82461858	1329	443	.	87	190.7639639	0.456060978	56.441269	1	3.674638787	0.347457969
ENST00000369582.2	CGA	6	3	87795473	87797918	351	117	.	20	35.50829501	0.563248672	6.773268444	1	1.269867262	0.251018987
ENST00000257787.5	AKIRIN2	6	5	88385314	88411402	612	204	.	37	67.80398622	0.545690631	13.99453956	1	1.82206334	0.975340569
ENST00000537554.1	CNR1	6	1	88853574	88854993	1419	473	.	108	183.5133364	0.588513086	31.07274976	1	2.726504157	0.155072222
ENST00000369415.4	RRAGD	6	7	90077774	90121712	1203	401	.	63	115.2396614	0.546686785	23.68092885	1	2.378089313	0.812902091
ENST00000302103.5	FUT9	6	1	96651031	96652111	1080	360	.	61	104.1768271	0.585542886	17.89494312	1	2.069099904	0.081371162
ENST00000520429.1	CCNC	6	12	99991430	100016403	852	284	.	31	70.55605596	0.439366963	22.1764318	1	2.300665528	0.990104534
ENST00000230085.8	SNX3	6	4	108533352	108582125	489	163	.	26	66.09629035	0.393365495	24.32379323	1	2.411271616	0.466342862
ENST00000275169.3	GPR6	6	1	110300315	110301404	1089	363	.	105	199.2001514	0.527108033	44.54649488	1	3.26454799	0.746040035
ENST00000368932.1	CDC40	6	15	110501647	110551334	1740	580	.	101	172.3049532	0.586170032	29.5081265	1	2.635807218	0.973128081
ENST00000368885.3	AMD1	6	9	111196308	111214819	1005	335	.	62	111.0044875	0.558535978	21.63371812	1	2.274558585	0.903413518
ENST00000354650.3	FYN	6	11	111982941	112041254	1614	538	.	67	192.7021747	0.347686787	81.99718941	1	4.429105205	0.99563571
ENST00000229595.5	ASF1A	6	4	119215577	119228779	615	205	1	22	43.75154137	0.502839427	10.81400877	1	1.599945172	0.138785137
ENST00000367882.4	TCF21	6	2	134210535	134212940	540	180	.	50	86.12926909	0.580522748	15.1554065	1	1.903749818	0.805369944
ENST00000237264.4	TBPL1	6	6	134301263	134308178	561	187	.	22	57.85950584	0.380231384	22.2245963	1	2.304279361	0.879617094
ENST00000367734.2	OLIG3	6	1	137814488	137815307	819	273	.	89	148.7326795	0.598389005	23.98930086	1	2.395660856	0.672757859
ENST00000367658.2	HECA	6	4	139456533	139498242	1632	544	1	110	201.6285894	0.545557554	41.6399203	1	3.126825806	0.347342389
ENST00000367569.2	SF3B5	6	1	144416373	144416634	261	87	.	15	41.72896175	0.359462574	17.12090036	1	2.023857268	0.600475507
ENST00000361719.2	GRM1	6	8	146350653	146755932	3585	1195	.	280	476.7717651	0.5872831	81.21103297	1	4.407821999	0.989964592
ENST00000367384.2	PCMT1	6	8	150070863	150131764	861	287	8	49	93.1758535	0.525887321	20.94433224	1	2.237636596	0.446383566
ENST00000320285.4	AGPAT4	6	8	161557571	161653245	1137	379	.	83	147.9383415	0.561044549	28.50503899	1	2.610226173	0.674499952
ENST00000361752.3	QKI	6	8	163836225	163991742	1026	342	.	55	118.7938232	0.462987035	34.25811016	1	2.862288431	0.963163356
ENST00000539869.2	PDE10A	6	22	165746513	166075501	2370	790	.	141	267.3191808	0.527459345	59.69094842	1	3.776659077	0.998485351
ENST00000322583.3	PRR18	6	1	166720742	166721630	888	296	.	51	111.3816291	0.457885204	32.73377451	1	2.798429299	0.488137896
ENST00000343242.4	MAFK	7	2	1578828	1580011	471	157	.	34	66.44095663	0.511732548	15.83986325	1	1.943404032	0.557286406
ENST00000331789.5	ACTB	7	5	5567378	5569288	1128	376	.	12	188.3987906	0.063694676	165.1631267	1	6.285441098	0.935803217
ENST00000601673.1	FLJ20306	7	1	6523635	6524022	387	129	.	12	34.02984093	0.352631681	14.26142109	1	1.847132271	0.548118203
ENST00000242261.5	TWIST1	7	1	19156335	19156944	609	203	.	25	104.9292851	0.238255697	60.88567752	1	3.816577403	0.182033891
ENST00000305786.2	CYCS	7	2	25163319	25163738	318	106	.	19	31.69044798	0.599549745	5.081893134	1	1.102628617	0.583556979
ENST00000354667.4	HNRNPA2B1	7	11	26232135	26240197	1062	354	.	41	108.4406738	0.378086917	41.94223741	1	3.167309024	0.970043353
ENST00000337620.4	CBX3	7	5	26242618	26251828	552	184	.	22	49.41945201	0.445168837	15.21316643	1	1.907309164	0.633200403
ENST00000222726.3	HOXA5	7	2	27181453	27183226	813	271	.	88	154.9602133	0.567887706	28.9343314	1	2.631013634	0.796212994
ENST00000006015.3	HOXA11	7	2	27222414	27224763	942	314	.	85	182.3436652	0.466152745	51.96664851	1	3.525969978	0.863825169
ENST00000283928.5	JAZF1	7	5	27872418	28220196	732	244	.	38	100.9938614	0.376260492	39.29176009	1	3.062126656	0.958302382
ENST00000324453.8	C7orf41	7	3	30174752	30197164	396	132	.	24	51.44139253	0.466550356	14.63860107	1	1.873239568	0.306492233
ENST00000323037.4	ZNRF2	7	4	30324973	30402050	729	243	.	28	46.70660351	0.599486965	7.49223854	1	1.380952435	0.590835928
ENST00000297157.3	RP9	7	6	33134845	33148984	666	222	1	26	55.1449662	0.471484558	15.4035647	1	1.921155004	0.174162978
ENST00000310758.4	ELMO1	7	21	36895155	37382294	2184	728	.	153	278.4252398	0.549519146	56.50166915	1	3.675367246	0.993000632
ENST00000005257.2	RALA	7	4	39726266	39745844	621	207	.	16	60.68661948	0.263649551	32.9050123	1	2.805740313	0.950372431
ENST00000242208.4	INHBA	7	2	41729247	41739972	1281	427	.	96	167.9416412	0.57162714	30.81784663	1	2.715300558	0.55627974
ENST00000223321.4	PSMA2	7	8	42957172	42971757	705	235	.	33	72.43409944	0.45558653	21.46845492	1	2.265829197	0.937474829
ENST00000603700.1	URGCP-MRPS24	7	6	43908584	43946174	333	111	1	21	44.77029074	0.469061059	12.62057298	1	1.741425919	0.011551688
ENST00000345378.2	GCK	7	10	44184734	44198719	1401	467	.	89	223.1511041	0.398832891	80.64723141	1	4.390419011	0.204306173
ENST00000468812.1	PPIA	7	5	44836323	44841021	498	166	.	15	60.38175749	0.248419401	34.1080485	1	2.857016155	0.808049495
ENST00000308153.4	H2AFV	7	5	44874099	44887570	387	129	.	15	47.79793772	0.313821071	22.50525379	1	2.319449505	0.41211435
ENST00000395699.2	PURB	7	1	44924008	44924947	939	313	.	66	194.5765322	0.339198151	84.96361019	1	4.508508162	0.605935033
ENST00000340652.4	VWC2	7	3	49815031	49951781	978	326	.	45	105.5586999	0.426303091	34.74233894	1	2.882974933	0.79516087
ENST00000439701.1	IKZF1	7	6	50358657	50468325	1434	478	.	94	205.153779	0.458192876	60.22390933	1	3.791288889	0.985751324
ENST00000415949.1	SEC61G	7	3	54820103	54825281	207	69	.	10	22.33640926	0.447699533	6.81340459	1	1.276675305	0.611529457
ENST00000331162.4	ZNF479	7	4	57187546	57200031	1575	525	.	63	129.0842371	0.488053394	33.83160093	1	2.846102731	0.008101317
ENST00000360768.3	VKORC1L1	7	3	65338358	65419287	531	177	.	35	70.90755699	0.493600421	18.18357174	1	2.07936851	0.851484219
ENST00000395275.2	CALN1	7	6	71252759	71868354	786	262	.	52	95.14312785	0.546544991	19.56346741	1	2.159545567	0.15365029
ENST00000222812.3	STX1A	7	10	73114736	73133961	867	289	1	62	132.8903308	0.466550122	37.81643835	1	2.979539317	0.910475757
ENST00000307630.3	YWHAG	7	2	75958893	75988125	744	248	.	30	119.5553004	0.250929904	67.08319748	1	4.005056617	0.937613569
ENST00000351004.3	GNAI1	7	8	79764476	79846809	1065	355	.	52	111.8570403	0.464879098	32.03075336	1	2.758442616	0.917528244
ENST00000265734.4	CDK6	7	7	92244453	92462637	981	327	.	43	121.810827	0.353006388	50.99010167	1	3.492228205	0.923677276
ENST00000482108.1	PEG10	7	1	94292868	94293846	978	326	.	74	132.9776234	0.556484603	26.15748407	1	2.501582946	0.894178858
ENST00000319273.5	TAC1	7	6	97361924	97369232	390	130	.	26	43.77470887	0.593950266	7.217415801	1	1.315163691	0.877314615
ENST00000262942.5	ARPC1A	7	9	98930976	98963552	1113	371	.	74	144.1342184	0.513410354	34.12658451	1	2.856846163	0.734759683
ENST00000292476.5	CPSF4	7	8	99036705	99054123	810	270	.	35	112.87514	0.310077135	53.72783973	1	3.583402625	0.629613784
ENST00000303904.3	COPS6	7	10	99686613	99689412	984	328	.	60	128.0394223	0.468605676	36.15576284	1	2.940290787	0.845861203
ENST00000398075.2	MBLAC1	7	1	99725018	99725819	801	267	.	48	103.9940384	0.46156492	30.14915452	1	2.685676993	0.313958463
ENST00000310512.2	MEPCE	7	4	100027641	100031177	2070	690	.	148	334.1097717	0.442968188	103.6690634	1	4.98013508	0.996809252
ENST00000160382.5	ACTL6B	7	14	100240868	100253977	1281	427	1	61	168.2325896	0.362593242	68.35077735	1	4.038836117	0.987130695
ENST00000303210.4	GNB2	7	9	100273888	100276424	1023	341	.	49	155.7360619	0.314634898	73.15317194	1	4.184260497	0.989239435
ENST00000302913.4	ACHE	7	4	100488578	100491853	1854	618	.	137	277.3167648	0.494019899	70.99749086	1	4.130620011	0.996674942
ENST00000356387.2	ORAI2	7	2	102079403	102087499	765	255	.	68	123.3285728	0.551372634	24.82191188	1	2.436880495	0.336548284
ENST00000292614.5	POLR2J	7	4	102114095	102119307	354	118	.	9	38.08029017	0.236342737	22.20737481	1	2.303698392	0.444173139
ENST00000541662.1	RASA4B	7	20	102124038	102158157	2274	758	"2,3,4,6,7,8,10,12,13,14,15,16,17,18,19,20"	0	27.44111148	0	27.44111148	1	2.558862529	0.575646327
ENST00000262940.7	RASA4	7	21	102223217	102257136	2412	804	"2,3,4,6,7,8,10,12,13,14,15,16,17,18,19,20,21"	8	41.23895115	0.193991355	26.79088198	1	2.522659673	0.661336762
ENST00000535008.1	LHFPL3	7	5	103969227	104546662	711	237	"2,3"	55	99.23808898	0.554222684	19.72033658	1	2.166556679	0.795069316
ENST00000222553.3	NAMPT	7	11	105891528	105925330	1476	492	.	42	129.7832518	0.323616487	59.37514427	1	3.768338168	0.982566484
